elapsedTime,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
18133,388.6238,187.53233,124.25568,59.809593,-1.0110787E-5,0.22396828,50,23.855146;
18173,388.6238,187.53233,125.18035,60.25633,1.8951416E-4,0.22309658,50,24.073874;
18213,388.6238,187.53233,126.105316,60.703197,1.2930194E-4,0.22291075,50,24.13421;
18254,388.6238,187.53233,127.02943,61.14966,1.2541792E-4,0.22230133,50,24.183168;
18297,380.62857,183.66965,127.94533,61.59215,5.5277307E-4,0.22078456,50,24.28554;
18342,403.4119,194.67683,128.88165,62.04451,0.008730428,0.21995935,50,24.156654;
18383,436.9119,210.86151,129.87677,62.525276,0.008770363,0.21903467,50,23.90669;
18421,472.4643,228.03773,130.93953,63.038723,0.00844931,0.21692666,50,24.00616;
18457,462.75238,223.34567,132.05327,63.576797,0.0031153252,0.21668035,50,24.311176;
18497,469.72382,226.71376,133.16203,64.11247,0.004641602,0.21631168,50,24.602491;
18537,478.97144,231.1815,134.29048,64.657646,0.0048372033,0.21429367,50,24.678768;
18582,476.51428,229.9944,135.42822,65.20732,-2.9084523E-4,0.2136843,50,24.513918;
18618,476.51428,229.9944,136.56267,65.755394,2.9024307E-4,0.21368204,50,24.45605;
18653,475.71906,229.6102,137.69919,66.30448,0.0013873541,0.21192726,50,24.780602;
18691,477.8976,230.66272,138.83421,66.85284,0.0034041512,0.21121661,50,25.173225;
18727,481.0762,231.7981,139.9756,67.28807,0.00223904,0.21119127,50,25.308372;
18763,484.99048,231.79825,141.12344,67.29366,0.001890846,0.20925248,50,25.495163;
18804,474.57858,226.81725,142.28246,67.84813,0.0019561322,0.20801443,50,25.71262;
18840,464.27856,221.88976,143.39482,68.38028,0.0014656775,0.20618328,50,25.625355;
18875,452.2857,216.15242,144.48706,68.902794,0.0010359985,0.20599683,50,25.729334;
18911,446.51904,213.39368,145.5495,69.411064,0.0012989972,0.20477729,50,26.122707;
18948,413.7619,197.72278,146.58847,69.90811,0.0018236927,0.20263496,50,26.33023;
18982,406.8143,194.3991,147.57661,70.38084,0.001540778,0.20097564,50,26.366491;
19018,381.51666,182.2968,148.50436,70.82467,0.0013396917,0.20056133,50,26.691868;
19054,370.34763,176.95358,149.4049,71.25548,0.0014370335,0.19876646,50,26.773075;
19093,352.18094,168.26271,150.25868,71.66392,0.0014451842,0.19650489,50,26.791925;
19127,347.57382,166.05869,151.0925,72.06281,0.0011288577,0.19645783,50,26.74088;
19161,336.91428,160.9592,151.90817,72.45303,6.5929384E-4,0.1957845,50,26.998747;
19197,323.69287,154.63412,152.69382,72.82887,7.2601944E-4,0.19469261,50,27.312672;
19231,317.7738,151.80247,153.45035,73.190796,6.8916666E-4,0.1944642,50,27.220472;
19265,317.7738,151.80247,154.20505,73.55185,1.380604E-4,0.19306035,50,27.603748;
19302,317.7738,151.80247,154.95988,73.91296,1.0710137E-4,0.19252676,50,27.780891;
19338,317.7738,151.80247,155.7153,74.274345,9.5397096E-5,0.19119345,50,27.024649;
19375,317.7738,151.80247,156.4708,74.63577,9.946302E-5,0.19058418,50,27.091444;
19408,317.7738,151.80247,157.22589,74.997,9.447696E-5,0.18820395,50,28.406853;
19441,317.7738,151.80247,157.98216,75.3588,9.54281E-5,0.1876907,50,28.609158;
19475,317.7738,151.80247,158.73729,75.72005,1.01288024E-4,0.18698324,50,28.663578;
19509,317.7738,151.80247,159.49246,76.08133,9.888412E-5,0.18475622,50,28.837801;
19548,317.7738,151.80247,160.24706,76.442314,9.933485E-5,0.1840012,50,28.836483;
19581,317.7738,151.80247,161.00237,76.80365,9.75084E-5,0.18398419,50,28.533352;
19613,317.7738,151.80247,161.75676,77.16456,1.0392934E-4,0.18265456,50,28.431124;
19644,317.7738,151.80247,162.51306,77.52637,1.0272541E-4,0.18045636,50,29.08236;
19679,317.7738,151.80247,163.26764,77.88735,9.9998295E-5,0.17810094,50,29.452295;
19710,317.7738,151.80247,164.02286,78.24865,1.02972976E-4,0.17613038,50,29.324371;
19741,317.7738,151.80247,164.77754,78.60968,9.889886E-5,0.1754056,50,29.663425;
19774,317.7738,151.80247,165.53365,78.9714,9.400543E-5,0.17352982,50,29.930275;
19809,317.7738,151.80247,166.2884,79.33247,1.7492445E-4,0.17203024,50,29.932165;
19839,317.7738,151.80247,167.0429,79.69342,9.136775E-5,0.17178667,50,29.848103;
19869,317.7738,151.80247,167.79944,80.05534,1.116339E-4,0.17139044,50,30.141424;
19899,317.7738,151.80247,168.55513,80.41686,1.2217522E-4,0.16907223,50,30.513163;
19930,317.7738,151.80247,169.31041,80.77818,8.6484346E-5,0.16777763,50,30.76764;
19962,317.7738,151.80247,170.06465,81.139015,8.8186105E-5,0.16619717,50,30.768377;
19990,317.7738,151.80247,170.82123,81.50096,1.18027136E-4,0.16404188,50,30.990458;
20018,317.7738,151.80247,171.57555,81.86182,9.2343515E-5,0.16261157,50,31.427563;
20054,317.7738,151.80247,172.33102,82.22324,9.9666795E-5,0.1623663,50,31.752071;
20086,317.7738,151.80247,173.08655,82.58468,9.433829E-5,0.16185099,50,31.43223;
20114,317.7738,151.80247,173.84248,82.94631,9.58503E-5,0.16109774,50,31.443636;
20143,317.7738,151.80247,174.59843,83.30796,9.354102E-5,0.16097441,50,31.81356;
20170,317.7738,151.80247,175.3536,83.66923,9.3974006E-5,0.16057137,50,32.06928;
20202,317.7738,151.80247,176.10887,84.03055,1.10192435E-4,0.15912937,50,32.586617;
20231,317.7738,151.80247,176.86389,84.39175,1.0517709E-4,0.15875925,50,32.414783;
20259,317.7738,151.80247,177.61845,84.75272,1.017353E-4,0.15761116,50,32.7038;
20289,317.7738,151.80247,178.37457,85.11445,9.233662E-5,0.1574344,50,32.972126;
20317,317.7738,151.80247,179.12984,85.47576,9.821232E-5,0.15717813,50,33.039547;
20347,317.7738,151.80247,179.88501,85.837036,9.711063E-5,0.15520637,50,32.98238;
20374,317.7738,151.80247,180.64027,86.19835,9.3652765E-5,0.15365762,50,33.380856;
20401,317.7738,151.80247,181.3945,86.559166,8.584572E-5,0.15229662,50,33.641235;
20429,317.7738,151.80247,182.1494,86.9203,9.654634E-5,0.15113257,50,33.973824;
20455,317.7738,151.80247,182.9043,87.28145,8.510658E-5,0.14973387,50,34.179413;
20482,317.7738,151.80247,183.65883,87.64241,8.725153E-5,0.14954723,50,34.54031;
20510,317.7738,151.80247,184.41524,88.00427,1.08457585E-4,0.14917111,50,34.893967;
20538,317.7738,151.80247,185.17162,88.36613,9.111055E-5,0.14901711,50,34.935207;
20569,317.7738,151.80247,185.92635,88.72719,9.088396E-5,0.14842993,50,34.952015;
20596,317.7738,151.80247,186.68175,89.08857,9.145188E-5,0.14635414,50,34.717793;
20622,317.7738,151.80247,187.43645,89.44961,9.13454E-5,0.14596306,50,35.071575;
20648,317.7738,151.80247,188.19135,89.81075,9.107283E-5,0.14388983,50,35.334057;
20675,317.7738,151.80247,188.94754,90.172516,1.024803E-4,0.14286861,50,35.63613;
20701,317.7738,151.80247,189.70331,90.53407,9.2420065E-5,0.1418864,50,35.920593;
20728,317.7738,151.80247,190.45795,90.89508,9.430636E-5,0.14035745,50,36.067047;
20754,317.8762,151.85147,191.21281,91.25621,3.9867358E-4,0.13938633,50,35.788193;
20779,317.56906,151.70453,191.96884,91.61789,3.4160473E-4,0.13718753,50,36.54411;
20810,315.93094,150.92087,192.72339,91.97886,3.494819E-4,0.1368228,50,36.86114;
20839,315.93094,150.92087,193.475,92.33843,2.706206E-4,0.13482329,50,36.287025;
20864,315.93094,150.92087,194.22717,92.698265,2.8996632E-4,0.13446832,50,36.25303;
20889,315.93094,150.92087,194.97742,93.05718,2.86339E-4,0.13415769,50,36.67324;
20913,315.93094,150.92087,195.72893,93.4167,6.905343E-5,0.13300404,50,36.989666;
